,0
3234,These information would be so useful for applying a job in DS. Thank you so much!
3235,"I had cleared 2 rounds for atleast 5 companies for a data scientist , some how I got left out. I feel they want something else that am not providing . <br>Coding --&gt; check <br>OOPS python --&gt; check<br>Traditional ML Algorithms --&gt; Check<br>DL and NLP algo and basic working including lib&#39;s like Spacy and TensorFlow --&gt; check<br>Docker --&gt; Check<br>Will try to add all the skills you mentioned in my bucket list. Will update the results once i get something"
3236,"I liked the bit where you go over some of the model-related questions we could be asked.  Maybe you could make a video that goes in more depth?  I actually got asked a question like this recently at a career-fair, and I was not ready for it.  I&#39;m still pretty inexperienced."
3237,Hi! Can you or any viewer suggest  a Project Topic that includes all points/steps mentioned in this video? 🙂<br><br>Thanks in Advance
3238,"i can´t find in the description the APIs examples you commented on the <a href=""https://www.youtube.com/watch?v=c4Af2FcgamA&amp;t=3m55s"">3:55</a> minute.  Where I can find it?"
3239,This is very helpful! Thank you
3240,&quot;Avoid Kaggle&quot;<br>*does not give an alternative<br>Thanks.
3241,"Amzazing video, much helpful &lt;333333333333333333333"
3242,"Man, this video was just too good. There’re so many data science related videos tell ppl especially newbies how to become a data scientist. BUT this one is the most real and practical one. Thank you"
3243,Damn this video is way too good. Better than my Christmas gift. Thank you!
3244,"Excellent, thank you"
3245,Thanks for your great and timely suggestion.
3246,Awesome
3247,"HI! New suscriber, I love your channel! I have a question, can you give me some examples of a data science projects please ? I have been searching for a machine learning project for my final thesis project for a while and I am lost. THANK YOU"
3248,For me personally its very hard to get ideas for Data Science and Machine Learning Projects since every project I wanna do has already been solved by someone else on github so its nothing special and I don’t need to add it to my resume. What can I do?
3249,&quot;stay away from kaggle&quot; so what&#39;s your recommendations?
3250,I have been struggling with coming up with ideas for a meaningful and not a &quot;MNIST-type&quot; project for the last year and found it really hard to get inspired reading different works of others. This video though made it feel so intuitive and brought me an aha-moment. Thanks for the great work Nate.
3251,"I am a practicing analyst and from my experience each word he says is gold, thanks a lot friend needed to be reminded of this!"
3252,You are a star
3253,Is this only me understood &quot;last month&#39;s revenue&quot; as revenue for &quot;2019-12&quot;? Wouldn&#39;t it be better to call &quot;next month&#39;s revenue&quot;?
3254,"Thank you for the video!<br><br>What would happen if a particular month had no values? Then lag of 1 would not work... Self join on month and the calculated version of previous month, in a CTE could work... A month key = year*12 + month...prev month = month - 1"
3255,"Great content.. Keep it coming! If possible please reference differences in syntaxes across the different rdms.For me, the explanation of the double colon helped...as an example..  I use snowflake and terradata"
3256,"The way you explain is excellent, Nate. Keep it up, please. Thank you :)"
3257,"Thank you for putting this video explanation.<br><br>but When I searched for this question &quot;Monthly percentage difference stratascratch&quot;, youtube suggested me this video but I wasn&#39;t sure if this the exact one until I hit the question link from description.<br>Please change the title according to the question. Thank you."
3258,Amazing vid!!! Great going....Could you also the schema used in the creation of this problem?
3259,why not using partition by in the window function instead of group by?
3260,Thanks so much for sharing.   I’m new to this concept.  What was the window clause called?   And why was it at the end?   I was thinking of a cte which would be at beginning along with the with clause?    So this was something new for me.   Thanks again for your help.
3261,speechless! brilliant!
3262,"Hey Nate or anyone who has appeared for Amazon DS interviews, I have questions-<br>1) Do you think these questions are the part of initial round in Amazon interview? Do you think that the question may be hard/medium at this first one hour interview or are they more likely to be the part of interview further down the process?<br><br>2)Also I see that in Strata stat we get option of Python/PostgreSQL. Do you think that in the interviews these options are given to the candidate?"
3263,"How would this look like in SQL Server sql query:  <br><br>SELECT CONCAT(DATEPART(yy, created_at), ‘-‘, DATEPART(mm, created_at)) as year_month,  <br>((SUM(value) -  LAG(SUM( value), 1) OVER ( ORDER BY year_month))/ LAG(SUM( value), 1) OVER ( ORDER BY year_month))*100<br>       FROM sf_transactions)<br>GROUP BY year_month<br>ORDER BY year_month"
3264,Nate! Your efforts are much appreciated 👍<br>Thank you so much for uploading these helpful videos 🔥 You are the best teacher in SQL series. Love from India 😊
3265,"Hi Nate, can we not use PARTITION BY inside the window function instead of Group by ? Will that work? I will try and let you know if that works may be I will have to use a CTE"
3266,"Hi, Nate!<br><br>So, first of all, as always, impressive! Thank you for sharing.<br><br>But, I tried to solve it by myself before and, I couldn’t undertand why my code stoped working at this point, as below:<br><br><br>WITH t1 AS (SELECT<br>                    to_date (to_char(created_at :: date ,&#39;YYYY-MM&#39;), &#39;YYYY-MM-01&#39;) AS month_year,<br>                    SUM(value) AS tt_value<br>                FROM sf_transactions<br>                GROUP BY 1<br>                ORDER BY 1)<br><br>SELECT<br>    month_year,<br>    tt_value,<br>    LEAD (tt_value, 1, 0) OVER (ORDER BY month_year ASC) AS val_2<br>FROM t1<br><br><br><br>Could you help me? I reviewed it several times, but I couldn’t find my mistake.<br><br>Regardless, I understood that, in this case, lag is more apropriate than lead..."
3267,"Quick question! Based on the SQL query execution sequence rule, shouldn&#39;&#39;t we use the full query, to_char(created at::date, &#39;YYYY-MM&#39;, instead of year month next to GROUP BY?"
3268,very well explained... do you think this is a medium level interview question or hard level?
3269,What a great insight into the solution besides the solution itself.
3270,"Hey man  that&#39;s great video, beginning with this, can you recommend sites and also tools to practice topics T-SQL, really i appreciate it, thank you so much."
3271,"This content is absolutely underrated, why didn&#39;t I find you sooner :&lt; Pls do more topics on SQL"
3272,"‘extract’ is not a recognized built-in function name. ??? MSSQL<br>I used datepart(year, ‘datefield’)  instead."
3273,thanks！
3274,Do you have video on Date Manipulations in Excel ?
3275,"I appreciate your content a lot! I&#39;ve watched quite a few of your videos, and I&#39;m grateful for your willingness to help others learn. Now, curious as to why you cover mainly SQL and not Python(not complaining though, as a BI, I use SQL, not Python)<br>Also, would like to see more on APIs and data streams on your channel(how data is collected via APIs, and anything you consider relevant to this topic). Still new to this, but I&#39;m using it at work and would like to get a better understanding( I have a background in math, so SQL wasn&#39;t complicated to learn, as I had already covered set theory); the whole API thing seems a bit challenging to understand."
3276,"Nate, I&#39;ve been enjoying your content brother👌"
3277,I get confidence when I listed to your explanations. Thank you..
3278,Am glad i subcribed. You are amazing Nate. I had SQL experience and haven&#39;t used it for long time.  It is great to have a refresher. Real one
3279,Blessings mate. Wonderful video
3280,So before going through your solution I tried the question and I did not have to cast the column to date datatype and I just used extract and it gave me output. And even when I tried to filter for 2015 year with extract it still worked.  But overall great tip. I have always found it difficult to deal with dates in python or even in SQL. No less than a nightmare to be honest..
3281,"Here&#39;s my solution:<br>select inspection_year, count(*)<br>from <br>(<br>    select EXTRACT(YEAR FROM inspection_date) as inspection_year<br>    from sf_restaurant_health_violations<br>    where business_name ilike &#39;%Roxanne Cafe%&#39; and <br>    violation_id is not null<br>)a<br>group by inspection_year<br>order by inspection_year"
3282,man you rock ! thank you
3283,"Hey Nate, Why no just use &#39;WHERE year = 2015&#39;? Why can you use &#39;GROUP BY(year)&#39; but not &#39;WHERE year = 2015&#39;?"
3284,Really love this channel!!! Its so important for DA to pull the data out!!
3285,"Wow, you handled that sample question effortlessly. I&#39;m learning SQL foundations right now and have added the CAST function to my notes in case I have to do it in a SQL dialect that doesn&#39;t have the &#39;::&#39; function"
3286,thks a lot
3287,"I am confused, how Alias was available in group by???"
3288,Very useful! Thank you! Your channel helped me a lot!
3289,Keep doing these contents mate! You are the best
3290,Thanks for the explanation! What if I need to compare dates of year month like &quot;YYYY-MM&quot; and how can I do that after extracting that component?
3291,"I work as a data analyst and use SQL server in my job routine. I&#39;ve watched your few videos. Those are fantastic, However O could not find any detailed video on a single topic. Like SQL data types are very important while extracting data from data bases. Object change type is equally important. Would appreciate if you make a couple of detailed videos on aforementioned topics and also all important types of SQL value formats, like decimal comma formats,<br>Looking forward to them!!<br>Thank you!"
3292,Really liked the video. Could you make another video covering how one should navigate Kaggle as a beginner and explain the code from people who score high in popular competitions. Thanks
3293,I have a job so I can&#39;t make a perfect schedule. Could you give me some advise?
3294,I wish I could come across your channel much earlier. Thank you.
3295,This channel deserves more like and subscribe! Great content Nate!
3296,"Thank you, Nate!<br>Amazing Content, you&#39;re helping a lot of people, inclusive me."
3297,Thank you!
3298,Thanks for the clarity!
3299,Buy statcrunch
3300,tysm 4 the video! next step is building confidence as I&#39;m learning sql/python; you&#39;ve put me in a better direction &lt;3
3301,"Enjoy your videos, found them helpful even as a data scientist already.<br><br>Hope you don&#39;t mind me commenting on some trivial details, but I did catch a few spelling errors that I wanted to bring to you attention.  In this specific instance, it is &quot;produce management principles&quot; when you mean &quot;product management principles&quot;."
3302,I have high respect for people like you who are so generous in sharing knowledge in this field of Data Science. Thank you so much.
3303,"Thanks for your guidance. May I ask, based on your experience in the industry now, how prevalent is the use of AutoML ?"
3304,Is udemy a good sources? I was thinking doing their class.
3305,Thanks alot. Do you think being a DBA for about 3 years can translate in to a softer landing for anything beside SQL? Been looking around for a while on how to approach Data Science and your video really helped me.
3306,"Excellent Video, Loved it. Thank You !!"
3307,Thanks. Great video. I will suscribe
3308,Thanks for your clear instruction and resources
3309,"Great video, I come from an MBA and this brings a good and clear view on these different subjects and tackle them"
3310,Thanks
3311,Thank you. I appreciate the content. Really liked it.
3312,select count(distinct mc1.user_id)<br>from marketing_campaign mc1<br>join marketing_campaign mc2 on<br>mc1.user_id=mc2.user_id and mc2.created_at&gt;=mc1.created_at+interval &#39;1 day&#39;<br>and mc2.product_id!=mc1.product_id<br><br>i am getting 24 and not 23? can anyone tell
3313,"How about this?<br><br>select count(distinct user_id) from marketing_campaign where concat(user_id,&#39;_&#39;,product_id) not in(<br>    select usr_prd from (select concat(user_id,&#39;_&#39;,product_id) usr_prd, created_at, rank() over(partition by user_id order by created_at asc) rnk from marketing_campaign ) up where rnk = 1<br>);<br><br>subquery creates a list of user_id+product_id for all first transactions. I am using rank window function to identify all first transactions. After that using &quot;not in&quot; clause to select all other combinations."
3314,User 50 bought <br>product 118 x4 at a price of 35<br>Then next day<br>product 118 x4 at a price of 29<br>Then three weeks later<br>product 118 x5 at a price of 299<br>Then next day<br>product 118 x2 at a price of 199<br>Must have been GameStop stocks.
3315,Since you can see multiple solutions for the same problem this is one of my favorite platforms to practice SQL skills.
3316,I love how you break the question down and explained it . Thank so for this video and for sharing the link to that question.
3317,I have learned a lot from you. I am trying to use your framework to in my following interviews.
3318,Honestly very great articulation - this is such a great resource for understanding sql and building the framework for the code. Thank you Nate.
3319,"Nate this is a really helpful video, as are all of these where you work through a real problem.   As someone wanting to become a data analyst, I’m wondering how in-depth my SQL interview questions are likely to be, vs those for a data science position.   Any idea?"
3320,Man this channel should be given a Nobel prize
3321,"Hi Nate, Don&#39;t know if you&#39;re gonna see this. But I religiously followed your youtube channel and even took a subscription at StrataScratch for an amazon interview for the role of data engineer. I can&#39;t believe that I cracked it, just got the mail that I got selected!!! Thank you so much. Everything you taught was put to right use and came in handy during my interviews! THANK YOU SO MUCH OMG ILY"
3322,Exists - ensures that the current row is not the first transaction for the user<br>Not exists - ensure that the current product in the row is bought previously <br><br>Select count(distinct user_id) from Market_Campaign MC<br>Where exists (select 1 from Market_Campaign MCI where MCI.user_id = MC.user_id and MC.created_at &gt; MCI.created_at)<br>and not exists (select 1 from Market_Campaign MCI where MC.user_id = MC.user_id and MC.created_at &gt; MCI.created_at and MC.product_id = MCI.product_id)
3323,This one is pretty good. I needed to improve on understanding the logic of solving difficult SQL questions. Will have to practice more.<br><br>Recap:<br>1. Identify all scenarios and edge cases.<br>2. Individually map out solution for each scenario.<br>3. Keep the logic separate from each other.
3324,"With userFirstPurchase(user_id, first_purchase_dt,created_at, product_id)<br>as<br>(select user_id, min(created_at) over (partition by user_id), created_at, product_id<br>from marketing_campaign )<br>select count(distinct user_id)<br>from userFirstPurchase<br>where created_at &gt; first_purchase_dt<br>and concat(user_id,product_id) not in (select concat(user_id,product_id)  from userFirstPurchase where first_purchase_dt=created_at )"
3325,"Solution without grouping:<br><br>with <br>cet1<br>as<br>(<br>-- Rank the purchases made by users based on created_at date<br>-- first in-app purchases will be ranked 1, next day purchases will be ranked 2 and so on<br>-- also create the user_product column to uniquely identify products purchased by each user<br><br>select user_id, created_at, product_id, <br>      rank() over(partition by user_id order by created_at) as purchase_rank,<br>      concat(user_id, &#39;-&#39;, product_id) as user_product<br>from marketing_campaign<br>order by user_id<br>),<br>cet2<br>as<br>(<br>-- remove the users who made only first in_app purchases, <br>-- that is keep the those with rank greater than 1<br>select *<br>from cet1<br>where purchase_rank &gt; 1<br>)<br>-- Remove the purchases that have products in first in-app purchases, i.e. with purchase rank 1<br>-- and remaining distinct users will be the marketing campaign target users<br>select count(distinct user_id) <br>from cet2<br>where user_product not in (select user_product <br>                                   from cet1<br>                                   where purchase_rank = 1)"
3326,The actual process for uncovering this is so elegant though—the initial word problem made me discouraged tbh
3327,"Easier solution<br><br>select count(distinct m.user_id) from marketing_campaign m,<br>(select user_id, min(created_at) from marketing_campaign group by user_id) a where<br>a.user_id = m.user_id and<br>m.product_id not in (<br>  select product_id from marketing_campaign where created_at=a.min and user_id=a.user_id )"
3328,"QQ Nate: If we remove 1st subsql, then also code should work. What is the purpose to select user_id from the subsql? We should just find  those combination of concat(userid,productid) that are bought on 1st day, and just filter out from main table. please suggest."
3329,"Dude, seriously helpful stuff here to walk through your thought process. Very hard to translate practical experience into words, but it was extremely beneficial into breaking this down into digestible parts!"
3330,"that was a great explanation for a tough problem, Really could not think of all scenarios. I agree there isn&#39;t much good quality content of these series out there. Thanks for doing these"
3331,Amazing Nate. Thanks for this
3332,"How to go for subqueries, any study material you would suggest"
3333,"Really helpful thank you. I was giving a problem to solve, but was only given 2 columns for each table and no join was possible from this… but was all asked to give total sales of 2020 but wasn’t giving the column name for this…. Also they put Periods in the column names… eg. sales.order so I know I need to write it like [sales.order] as sales_order, it’s interesting. Also there is no data base to query from, I have to write the code blind in a txt file…."
3334,"Hi Nate. I couldn&#39;t understand how to find the number of reported issues and was beating around the bush with pe_code and then peeked at your solution ;) I think the problem description should have been more clear...<br><br>Here&#39;s my solution using the rank window function and only one join<br><br>with cte1<br>as<br>(<br>    select pe_description, record_id, facility_name<br>    from los_angeles_restaurant_health_inspections<br>    where facility_name ilike &#39;%TEA%&#39; or<br>          facility_name ilike &#39;%CAFE%&#39; or<br>          facility_name ilike &#39;%JUICE%&#39;<br>    order by facility_name<br>),<br>cte2<br>as<br>(<br>    select pe_description, count(record_id) num_of_issues<br>    from cte1<br>    group by pe_description<br>    order by num_of_issues desc<br>),<br>cte3<br>as<br>(<br>    select pe_description, num_of_issues, <br>       dense_rank() over(order by num_of_issues desc) rank_num_of_issues<br>    from cte2<br>)<br>select facility_name<br>from cte1 <br>where pe_description IN (select pe_description <br>                              from cte3<br>                              where  rank_num_of_issues = 3)"
3335,One word only… Amazing!!! The way u explained. I was having so much confusion &amp; was looking for some internal tips n boom.. subscribed..
3336,Wow so good
3337,Im new to your channel and so happy I ve found it; quite rare to find real world queries clearly explained beginning to end. I&#39;m writing similarly long queries at work(I m a BI) and it was a bit scary at the beginning. <br>I m curious what are some advanced SQL concepts in data science? <br>Thank you for the great content!
3338,Thanks Nate! An idea for the follow-up video: how would you refactor this code into smth more &#39;production-grade&#39; ?
3339,"Thanks for making these videos, you are awesome. Like you explained it is really hard to find these tips specially in SQL and though process  on solving problems.  Usually we only find basic syntax / or anything related to what is joins are  , what is rank or sql . Which we never get asked in interview."
3340,"Hey, really helpful explanation, Can we also do a OFFSET along with LIMIT to get 3rd highest issue?"
3341,"Hi, is it possible to replace the where Ilike by case when ilike here to use count ? if yes how would it be, and would it be more efficient or no ? :D"
3342,This approach is very helpful -- thanks for documenting how you solve these types of SQL problems!
3343,"Great, Thank you very much. this way of making each solution for each step relates most to how i process a problem.. Great explanation."
3344,"Excellent, excellent, excellent!! Thank you for sharing, this is super helpful!!"
3345,Why didn&#39;t I find your videos earlier? -_-<br><br>I guess my WHERE clause weren&#39;t too specific :p
3346,"HI Nate, i have a problem that require to get the total lenght for these data  [0,30] [5,10] [15,20] [25,40] where we dont count the overlapp more than once. Can you pls try to solve this using SQL?"
3347,Thanks for sharing. Really find this sample very helpful.
3348,"Excellent, Thanks for your dedication Nate"
3349,"Hello Nate,<br>The shortened link opens your YT video, please can you update the URL.<br>(Neat content &amp; presentation!)<br>Thank You!"
3350,Thanks sir
3351,"Hi, May I know the shortcut to indent multiple lines of code at once for organizing."
3352,Hi Nate. Can&#39;t we use where clause instead of group by and having in last step
3353,You are amazing Nate. Your videos are really insightful. God bless ya :)
3354,"Thanks for posting these great videos! I have a quick question. Why do we need to add GROUP BY <a href=""http://t.date/"">t.date</a> t.paying and t.nonn_paying in the end? Thanks!"
3355,"Amazing!<br>Thank you, Nate!"
3356,Why we need subquery? Can we just use HAVING statement right after the GROUP BY statement? (sort by ascending date is default also.)
3357,Excellent
3358,Thanks Nate for a good solution overview and just a quick query was ORDER BY Date necessary in the subquery or we can avoid it?
3359,"Sir, Thank You So Much"
3360,Thank you Nate. 🙂
3361,"thank you, Nate! Luv the t-shirt!"
3362,"select top 1 with ties (ms sql server) ,I was trying to do it exactly the way I do in ms sql server then found out it doesnt work out in postgreSQL"
3363,Great stuff Nate. Pls note it looks like the site question has been modified and the site solution is now different from the video solution.
3364,"Hello, <br>Thank you for the great video.<br>I have a question!<br>Since we typed in the subquery limit 1, why the overall output still returning 2 rows?<br>cheerz!"
3365,"Hey, we can also do this using DENSE_RANK() ?"
3366,Your explanation very and easy to understand..but your site name is very difficult to remember
3367,"<a href=""https://www.youtube.com/watch?v=j8kGqAAIhxA&amp;t=7m14s"">7:14</a> people make this mistake because of the phrasing of the question. &quot;customer&quot; should be changed to &quot;customer(s)&quot; and &quot;first name&quot; should be changed to &quot;first name(s)&quot;. this way, the question suggests the possibility that the solution can contain more than one person. <br><a href=""https://www.youtube.com/watch?v=j8kGqAAIhxA&amp;t=8m09s"">8:09</a> what is &quot;data at scale issues&quot;?"
3368,"great video as always, Thanks"
3369,Excellent
3370,Thank You
3371,Your github is not updated since past one year Nate?
3372,"Trying out the StrataScratch question - I&#39;m returning two records, Mia and Farida, both with 400 for the total and their respective order dates, but it&#39;s not accepting it. The Expected Output button is showing 430 for the order totals, but I&#39;m not seeing that order total in the data. Am I missing something?<br>Edit: Ah, multiple orders on the same date, got it. Was thrown off since you had 400 in your video there."
3373,What do you think about using the RANK function to handle the case of ties?
3374,Great video.
3375,Awesome video as always!
3376,"So especially the 3rd one, what if we use Where to select the special cases???"
3377,"in my opinion, the most confusing part of the question is understanding the need for Host_id, a bit tricky."
3378,"<a href=""https://www.youtube.com/watch?v=xB1iXa7pRic&amp;t=1s"">https://www.youtube.com/watch?v=xB1iXa7pRic&amp;t=1s</a>"
3379,These practical scenarios of case are really helpful n useful even for our own IT implementations.
3380,"What are the requirements to get in as a DS, questions are seem too simple."
3381,count vs sum with case when?
3382,Excellent explanation. Thanks for posting.
3383,"Thank you very much for sharing sir, you help me a lot, God Bless You and Family :)"
3384,"Hello Nate, thanks for this awesome video. I have one doubt. In 1st question, inside the cte why do we use group by 1,2,3 because inside the cte we don&#39;t use any aggregate function. But if I remove that the average column value doesn&#39;t come right in the final output. I&#39;m missing something here. Could you please help?"
3385,Legend
3386,Thank you bro... I was solving a problem and now I know what I have to do... :)
3387,"why we cannot use this query <br><br> select <br>case <br>    when number_of_reviews&lt;1 then &#39;New&#39;<br>    when number_of_reviews between 1 and 5 then &#39;Rising&#39;<br>    when number_of_reviews between 6 and 15 then &#39;Trending Up&#39;<br>    when number_of_reviews between 16 and 40 then &#39;Popular&#39;<br>    when number_of_reviews&gt;40 then &#39;Hot&#39;<br>    end as a,<br>    min(price),avg(price),max(price)<br>    from airbnb_host_searches<br>    group by a<br>    order by a"
3388,"this video is super helpful and awesome, thank you a bunch :D"
3389,"Hello!<br>I was trying to solve the second problem using the query below but why the result is different from yours. Can you tell me, please? thank you.<br><br>WITH new_view AS(<br>    SELECT CONCAT(price, room_type, host_since, zipcode, number_of_reviews) AS host_id,<br>            number_of_reviews,<br>            price,<br>            CASE<br>                WHEN number_of_reviews = 0 THEN &#39;New&#39;<br>                WHEN number_of_reviews BETWEEN 1 AND 5 THEN &#39;Rising&#39;<br>                WHEN number_of_reviews BETWEEN 6 AND 15 THEN &#39;Trending Up&#39;<br>                WHEN number_of_reviews BETWEEN 16 AND 40 THEN &#39;Popular&#39;<br>                WHEN number_of_reviews &gt; 40 THEN &#39;Hot&#39;<br>            END AS host_popularity<br>    FROM airbnb_host_searches<br>    GROUP BY 1,2,3)<br>SELECT host_popularity AS host_pop_rating,<br>        MIN(price) AS min_price,<br>        MAX(price) AS max_price,<br>        AVG(price) AS avg_price<br>FROM new_view<br>GROUP BY host_pop_rating;"
3390,"I am not sure if you can still see this comment after almost a year but I am wondering for the first Airbnb question, why do you have to specify &quot;Group by 1, 2, 3&quot;. I didn&#39;t specify and my answer is so close to the right answer, and could you explain what does 1, 2, 3 mean in this situation?"
3391,"Hi, could u help me in this query if u are having two tables flights consists of following columns I&#39;d,company name , departure name and jet _id and jet consists of I&#39;d , capacity here jet_id is foreign key reference id in jet table   I want sort the data with multiple condition like if total number of rows  are equal by each company name  then sort by sum of capacity column in jet  and if count two rows are not equal sort by count of each company  and then depature name, and still equal count  sort by departure time"
3392,"this content is awesome! thank you! I had a question, in the business inspection scores problem, why did you need to write &quot;distinct inspection_type&quot; as a part of the sub query. I don&#39;t understand why/how you knew we need to use distinct to solve this."
3393,"Ilike is cool one. Learnt a new function today. <br>Btw nate, what rdbms is it exactly...like hive or mysql or something else"
3394,Really Informative video
3395,I LOVE YOUR CONTENT! Could you maybe do a series on the most common SQL scenarios that a DS would face in a work environment?
3396,gd
3397,This was brilliant Nate !<br>Thanks :)
3398,"Really great, Nate.<br>I&#39;m not sure if it would be better based on SQL theory, but I&#39;d prefer to use dense_rank instead of join at the end of the code.<br>Because of organization and also if next will be necessary to find for example the 2º highest consumption or something like this, it&#39;s more practical."
3399,"Without Join:<br>with cet1<br>as<br>(<br>        select *<br>            from fb_eu_energy eu<br>        UNION ALL<br>        select * <br>            from fb_asia_energy asia<br>        UNION ALL<br>        select *<br>            from fb_na_energy na<br>        <br>),<br>cet2<br>as<br>(<br>    select date, sum(consumption) total_energy<br>    from cet1<br>    group by date<br>    order by total_energy desc<br>)<br><br>select date, total_energy <br>from cet2<br>where total_energy = (select max(total_energy) <br>                        from cet2)"
3400,"My approach - <br><br>WITH temp<br>     AS (SELECT *<br>         FROM   fb_eu_energy<br>         UNION ALL<br>         SELECT *<br>         FROM   fb_asia_energy<br>         UNION ALL<br>         SELECT *<br>         FROM   fb_na_energy),<br>     temp2<br>     AS (SELECT date,<br>                Sum(consumption) AS total,<br>                Rank()<br>                  OVER (<br>                    ORDER BY Sum(consumption) DESC) AS r<br>         FROM   temp<br>         GROUP  BY 1)<br>SELECT date,<br>       total<br>FROM   temp2<br>WHERE  r = 1"
3401,Thanks for Sharing. Now just learn there is a command called CTE. very helpful tips.
3402,Super straight forward.. Thank you. I wouldn&#39;t have thought through using a union.
3403,Happy to learn something new today!
3404,Thanks a lot for your Tutorial
3405,Thanks
3406,"Hello Nate, can we use rank window function and Union all to get the result?"
3407,Wow❤️
3408,"Thanks a lot for creating this awesome channel, its amazingly well organized and makes things easy."
3409,why can&#39;t you use rank instead of ntile in the scenario you explained?
3410,This video has become my go-to refresher before any interview
3411,such an underrated channel.
3412,"Awesome content, well presented. Thank you so much!"
3413,Thank you so much for this!
3414,"Hey Nate, thank you for the video.. do you see anything wrong with this code?<br><br>select department, salary from<br>(select department, salary, dense_rank() over(partition by department order by sal desc) drnk from twitter_employee<br>group by 1,2<br>order by 1) a<br>where drnk&lt;=3;"
3415,"Hi, I&#39;m confused about why you had to group by all columns in the aggregate functions section for the final query? once you got the table after doing the over(partition by...) bit, why can&#39;t we just calculate the difference b/w the columns directly? (i&#39;m referring to the very first question you discussed in the video)"
3416,"Why do we need to group by in the very first example? I would appreciate it if you can point out a mistake in the below query<br><br><br>select a.request_month_yr, ROUND(ABS((a.dist_cost  - AVG(a.dist_cost) OVER (partition by a.request_month_yr ))), 2)  AS absolute_diff <br>from (<br>select format (request_date, ‘YYYY-MM’) AS request_month_yr, (distance_to_travel/monetary_cost) as dist_cost<br>FROM uber_request_logs) a"
3417,"Another really good content, thanks.<br><br>But Nate, on the second question (ranking), this method you used to have the unique values could be done with &#39;DISTINCT&#39; too, right?<br>About the third question(NTILE), instead of NTILE, dense_rank would works by exactly the same logic, right?"
3418,Thank you so much. Your videos are really informative and helpful. Much appreciated 👍
3419,"Here&#39;s my solution using CTE:<br><br>with cte1 <br>as<br>(<br>-- calculate the distance per dollar, and extract the yyyy-mm from request date<br>    select  request_date, <br>        avg(distance_to_travel*1.0/monetary_cost*1.0)  over(partition by request_date order by request_date) distance_per_dollar,<br>        to_char(cast(request_date as date), &#39;YYYY-MM&#39;) as request_year_month<br>    from uber_request_logs<br><br>),<br>cte2<br>as(<br>-- use the yyyy-mm to find monthly distance_per_cost<br>select request_date, distance_per_dollar,<br>       avg(distance_per_dollar) over(partition by request_year_month order by request_year_month) as year_month_avg<br>from cte1<br>)<br>-- calculate the difference between monthly and daily distance_per_cost<br>select distinct request_date, round(abs(year_month_avg - distance_per_dollar)::DECIMAL,2)  diff<br>from cte2<br>order by request_date"
3420,"Thanks for patiently going through this problem! I have a question regarding the Distance Per Dollar case. If there are multiple rides per day, should we calculate the total distance and total cost first for each day and then generate the distance-per-dollar matrics? Thanks!"
3421,can someone explain why we are interested in (distance per dollar) and (the absolute difference bw that and the average distance per dollar for the month) or how they would be used as metrics
3422,"Superb! <br>Quick question regarding the first Uber task, how about dropping the subquery and just use:<br><br>SELECT <br>               request_date, <br>               distance_to_travel / monetary_cost as dist_to _cost<br>               avg( distance_to_travel / monetary_cost) over (partition by extract(month from date_request))  as avg_dist_to_cost <br>FROM <br>               uber_request_logs"
3423,"--Distance Per Dollar<br><br>SELECT DISTINCT request_mnth,<br>    ROUND(abs(m.dis_to_cost - m.monthly_avg)::DECIMAL, 2) AS difference<br>FROM (SELECT <br>    to_char(request_date, &#39;YYYY-MM&#39;) AS request_mnth,<br>    distance_to_travel/monetary_cost AS dis_to_cost,<br>    AVG(distance_to_travel/monetary_cost) OVER (PARTITION BY to_char(request_date, &#39;YYYY-MM&#39;)) as monthly_avg<br>    FROM uber_request_logs) m<br>    <br>ORDER BY request_mnth"
3424,I love how you make every question so easy to understand after you break it down! Thank you for sharing your knowledge!
3425,"In the subquery you’ve used to remove duplicates, couldn’t a select distinct do the job?"
3426,"Hello<br>I work in a supermarket and I normally do some query in SQL Server as my basic day to day work<br>I want to upgrade my selft and learn more into this and get a high payable job<br>From where can I learn medium and advance SQL and What PL language will I need to know to be able to get a job in DA,DS  ?? Can i get some useful links to study and get certified ..<br><br>Thank you"
3427,"Hi Nate, I have a question.<br>Why in the first task you count avg(dist_to_cost) partition by month, not SUM(distance_to_travel)/SUM(monetary_cost) partition by month ?"
3428,Thank you very much Nate🤗🤗🤗
3429,"Would it affect the performance if I used count(*) instead of count(id) ?<br><br>Here&#39;s my solution using CTE:<br>with cte1<br>as<br>(<br>    select id, EXTRACT(YEAR from host_since) curr_year<br>    from airbnb_search_details<br>    order by curr_year<br>),<br>cte2<br>as<br>(<br>    select curr_year, count(id) hosts_curr_year<br>    from cte1<br>    group by curr_year<br>    order by curr_year<br>),<br>cte3<br>as<br>(<br>    select curr_year, hosts_curr_year,<br>       lag(hosts_curr_year, 1) over(order by curr_year) hosts_prev_year<br>    from cte2<br>)<br>select curr_year, hosts_curr_year, hosts_prev_year, <br>       round(((hosts_curr_year - hosts_prev_year)*1.0/hosts_prev_year*1.0)*100.00::Decimal) as growth_rate<br>      from cte3"
